hrs,year,getahead,class,health,sex,educ,racehisp
,2010,Both equally,Middle class,Fair,Female,12,White
,2010,Hard work,Working class,Good,Male,14,White
45,2010,Both equally,Working class,Good,Male,11,White
,2010,Hard work,Middle class,Good,Female,12,White
,2010,Both equally,Working class,Poor,Male,12,White
40,2010,Luck or help,Lower class,Fair,Male,12,White
40,2010,Hard work,Working class,Good,Male,6,Hispanic
42,2010,Luck or help,Lower class,Fair,Male,11,White
48,2010,Hard work,Working class,Good,Male,12,White
70,2010,Hard work,Working class,Fair,Male,12,White
24,2010,Luck or help,Working class,Excellent,Female,12,White
,2010,Hard work,Working class,Excellent,Female,12,White
,2010,Hard work,Working class,Fair,Female,9,White
50,2010,Hard work,Middle class,Good,Female,17,White
,2010,Both equally,Working class,Excellent,Female,14,White
,2010,Hard work,Middle class,Good,Female,11,Black
32,2010,Both equally,Middle class,Good,Male,18,White
,2010,Both equally,Middle class,Good,Male,17,White
55,2010,Both equally,Middle class,Excellent,Male,19,White
,2010,Hard work,Middle class,Good,Male,12,White
40,2010,Hard work,Working class,Good,Female,12,White
,2010,Hard work,Lower class,Poor,Female,9,Hispanic
52,2010,Both equally,Middle class,Good,Male,12,White
40,2010,Hard work,Working class,Excellent,Female,15,White
40,2010,Luck or help,Working class,Excellent,Male,3,White
,2010,Hard work,Working class,Good,Female,12,White
40,2010,Hard work,Working class,Fair,Male,12,White
,2010,Hard work,Middle class,Excellent,Female,16,White
,2010,Hard work,Lower class,Poor,Female,12,White
40,2010,Hard work,Working class,Good,Female,13,White
,2010,Hard work,Upper class,Good,Male,16,White
,2010,Hard work,Middle class,Excellent,Male,12,White
,2010,Hard work,Middle class,Good,Female,12,White
,2010,Hard work,Middle class,Excellent,Female,12,White
,2010,Hard work,Middle class,Good,Female,19,White
20,2010,Hard work,Middle class,Good,Male,18,White
45,2010,Hard work,Working class,Good,Male,12,White
10,2010,Hard work,Middle class,Excellent,Male,13,White
,2010,Hard work,Working class,Good,Male,14,White
,2010,Luck or help,Working class,Good,Male,12,White
50,2010,Hard work,Working class,Good,Female,18,White
40,2010,Hard work,Working class,Good,Male,12,White
60,2010,Hard work,Working class,Fair,Female,14,White
,2010,Hard work,Working class,Fair,Female,14,White
42,2010,Hard work,Middle class,Good,Male,12,White
22,2010,Hard work,Working class,Good,Female,14,White
32,2010,Hard work,Working class,Good,Female,12,White
,2010,Hard work,Lower class,Fair,Female,13,White
60,2010,Hard work,Working class,Fair,Male,9,White
,2010,Both equally,Middle class,Fair,Female,16,White
,2010,Both equally,Middle class,Excellent,Male,16,Other
60,2010,Hard work,Middle class,Excellent,Male,12,White
40,2010,Both equally,Middle class,Good,Female,19,White
,2010,Hard work,Middle class,Good,Female,14,White
,2010,Hard work,Working class,Excellent,Male,13,White
60,2010,Luck or help,Middle class,Good,Male,12,White
,2010,Hard work,Working class,Poor,Female,14,White
35,2010,Both equally,Working class,Fair,Female,12,White
,2010,Hard work,Upper class,,Female,12,White
45,2010,Hard work,Working class,Good,Female,17,Other
,2010,Hard work,Middle class,Fair,Female,12,White
40,2010,Both equally,Middle class,Excellent,Female,12,White
48,2010,Hard work,Middle class,Good,Male,16,White
40,2010,Hard work,Middle class,Excellent,Female,18,White
,2010,Hard work,Working class,Fair,Male,12,White
40,2010,Hard work,Lower class,Good,Male,7,White
40,2010,Hard work,Middle class,Good,Female,19,White
,2010,Hard work,Middle class,Excellent,Female,12,White
,2010,Hard work,Middle class,Good,Female,13,White
45,2010,Hard work,Middle class,Good,Female,18,White
52,2010,Hard work,Middle class,Excellent,Female,20,White
,2010,Hard work,Middle class,Good,Male,18,Black
,2010,Hard work,Middle class,Good,Female,18,White
,2010,Both equally,Middle class,Good,Female,18,White
30,2010,Hard work,Working class,Excellent,Female,15,White
50,2010,Luck or help,Working class,Excellent,Female,18,White
13,2010,Hard work,Lower class,Excellent,Female,14,White
46,2010,Hard work,Working class,Good,Male,11,Black
12,2010,Hard work,Working class,Good,Male,12,White
24,2010,Hard work,Middle class,Fair,Female,13,White
,2010,Both equally,Middle class,Fair,Male,13,White
45,2010,Hard work,Working class,Excellent,Female,17,White
60,2010,Hard work,Working class,Excellent,Female,16,White
30,2010,Hard work,Middle class,Fair,Male,20,White
50,2010,Hard work,Middle class,Good,Male,18,White
50,2010,Hard work,Working class,Excellent,Male,12,White
50,2010,Both equally,Middle class,Excellent,Male,14,White
60,2010,Hard work,Working class,Excellent,Male,13,White
,2010,Luck or help,Working class,Good,Male,13,White
,2010,Hard work,Working class,Good,Male,14,White
,2010,Both equally,Lower class,Good,Female,14,White
,2010,Hard work,Upper class,Good,Female,16,White
,2010,Hard work,Working class,Fair,Female,12,Hispanic
,2010,Luck or help,Lower class,Fair,Female,12,White
50,2010,Hard work,Middle class,Excellent,Male,18,White
50,2010,Hard work,Middle class,Good,Female,20,White
32,2010,Hard work,Working class,Good,Female,14,Hispanic
15,2010,Hard work,Working class,Good,Female,15,White
40,2010,Hard work,Middle class,Good,Male,12,White
,2010,Both equally,Working class,Good,Male,13,Black
,2010,Hard work,Lower class,Poor,Female,12,Black
,2010,Hard work,Middle class,Fair,Male,14,White
,2010,Hard work,Working class,Excellent,Female,14,White
,2010,Hard work,Middle class,Good,Female,10,Black
45,2010,Both equally,Working class,Excellent,Female,18,Black
60,2010,Both equally,Middle class,Excellent,Female,20,White
12,2010,Hard work,Middle class,Good,Male,18,White
,2010,Both equally,Middle class,Good,Female,16,White
48,2010,Luck or help,Working class,Good,Female,12,White
,2010,Hard work,Middle class,Excellent,Female,15,White
,2010,Both equally,Middle class,Good,Female,18,White
45,2010,Hard work,Middle class,Good,Male,16,White
70,2010,Luck or help,Middle class,Good,Female,20,Black
60,2010,Hard work,Working class,Good,Male,12,White
,2010,Hard work,Working class,Fair,Female,10,White
,2010,Hard work,Middle class,Good,Female,12,White
,2010,Hard work,Working class,Fair,Female,14,White
40,2010,Hard work,Working class,Fair,Male,16,White
5,2010,Hard work,Middle class,Excellent,Female,16,White
60,2010,Both equally,Middle class,Good,Male,17,White
40,2010,Hard work,Middle class,Excellent,Male,17,White
,2010,Hard work,Middle class,Excellent,Female,13,White
40,2010,Hard work,Working class,Excellent,Female,16,White
40,2010,Hard work,Working class,Good,Female,12,White
40,2010,Hard work,Working class,Good,Male,14,White
55,2010,Hard work,Middle class,Excellent,Male,18,White
,2010,Luck or help,Lower class,Fair,Male,20,White
40,2010,Hard work,Working class,Good,Female,16,White
20,2010,Both equally,Middle class,Good,Male,17,White
40,2010,Hard work,Middle class,Good,Male,16,White
,2010,Hard work,Upper class,Excellent,Female,18,Black
,2010,Hard work,Working class,Good,Female,12,White
40,2010,Hard work,Working class,Good,Female,16,White
27,2010,Hard work,Middle class,Excellent,Female,12,White
50,2010,Hard work,Working class,Good,Male,16,White
52,2010,Hard work,Working class,Good,Female,15,White
40,2010,Luck or help,Working class,Good,Female,17,White
,2010,Hard work,Middle class,Excellent,Female,12,White
40,2010,Hard work,Working class,Good,Male,15,White
40,2010,Hard work,Working class,Good,Male,17,Other
40,2010,Luck or help,Working class,Good,Male,11,White
,2010,Hard work,Middle class,Excellent,Male,16,White
,2010,Hard work,Working class,Good,Male,14,White
,2010,Hard work,Working class,Good,Female,12,White
40,2010,Hard work,Working class,Good,Female,13,White
,2010,Luck or help,Middle class,Excellent,Male,14,White
37,2010,Hard work,Working class,Excellent,Male,13,White
20,2010,Luck or help,Middle class,Fair,Male,15,White
,2010,Hard work,Working class,Good,Female,13,White
70,2010,Hard work,Middle class,Fair,Male,12,White
30,2010,Hard work,Working class,Fair,Female,10,Other
40,2010,Hard work,Working class,Excellent,Female,12,White
20,2010,Hard work,Working class,Good,Male,15,White
40,2010,Hard work,Working class,Good,Female,17,White
65,2010,Both equally,Working class,Excellent,Male,16,White
,2010,Hard work,Working class,Good,Male,12,White
37,2010,Hard work,Middle class,Excellent,Female,16,White
38,2010,Luck or help,Middle class,Excellent,Female,20,White
34,2010,Hard work,Upper class,Good,Female,10,Other
40,2010,Hard work,Working class,Good,Female,15,White
68,2010,Both equally,Middle class,Fair,Male,16,White
,2010,Hard work,Middle class,Poor,Male,11,Black
,2010,Hard work,Working class,Poor,Male,10,Black
,2010,Hard work,Working class,Poor,Female,15,White
40,2010,Hard work,Working class,Excellent,Female,9,White
,2010,Hard work,Working class,Good,Male,15,White
50,2010,Hard work,Working class,Good,Female,14,White
40,2010,Luck or help,Working class,Good,Male,11,Black
,2010,Hard work,Middle class,Good,Female,12,Black
52,2010,Hard work,Working class,Good,Female,12,Black
,2010,Hard work,Lower class,Poor,Male,10,Black
,2010,Hard work,Middle class,Excellent,Male,15,White
40,2010,Hard work,Middle class,Good,Female,13,White
,2010,Both equally,Working class,Good,Male,12,White
,2010,Both equally,,Good,Female,14,White
42,2010,Both equally,Working class,Fair,Male,14,White
19,2010,Hard work,Middle class,Good,Female,10,White
59,2010,Hard work,Working class,Excellent,Female,14,White
48,2010,Luck or help,Working class,Good,Male,13,White
40,2010,Hard work,Working class,Good,Female,20,Black
,2010,Hard work,Working class,Fair,Female,12,White
,2010,Hard work,Working class,Good,Female,14,Black
,2010,Hard work,Working class,Good,Female,14,White
,2010,Luck or help,Middle class,Good,Male,13,White
40,2010,Hard work,Middle class,Good,Male,18,White
50,2010,Hard work,Working class,Good,Male,16,White
40,2010,Hard work,Middle class,Excellent,Female,16,Hispanic
60,2010,Hard work,Middle class,Good,Male,16,White
50,2010,Hard work,Middle class,Excellent,Female,18,White
25,2010,Hard work,Middle class,Good,Male,12,White
55,2010,Hard work,Working class,Excellent,Male,14,White
40,2010,Both equally,Working class,Fair,Female,15,White
45,2010,Hard work,Working class,Good,Male,16,White
,2010,Hard work,Working class,Poor,Male,12,White
50,2010,Both equally,Middle class,Excellent,Female,16,White
,2010,Both equally,Middle class,Good,Female,16,White
,2010,Luck or help,Middle class,Excellent,Male,14,White
,2010,Hard work,Working class,Excellent,Male,13,White
,2010,Both equally,Working class,Fair,Female,12,White
30,2010,Hard work,Working class,Good,Female,12,White
,2010,Both equally,Upper class,Fair,Male,14,White
37,2010,Both equally,Working class,Good,Female,14,White
,2010,Hard work,Middle class,Fair,Female,13,Hispanic
,2010,Hard work,Lower class,Excellent,Female,10,Black
,2010,Hard work,Middle class,Poor,Male,10,Black
30,2010,Hard work,Lower class,Poor,Female,12,Black
20,2010,Luck or help,Lower class,Excellent,Female,14,Black
30,2010,Hard work,Upper class,Excellent,Female,12,Black
,2010,Hard work,Working class,Fair,Female,12,Black
,2010,Hard work,Middle class,Fair,Female,10,Black
,2010,Hard work,Middle class,Good,Female,11,Black
,2010,Hard work,Middle class,Excellent,Female,13,White
50,2010,Hard work,Working class,Good,Female,16,White
,2010,Hard work,Working class,Fair,Female,12,Black
30,2010,Hard work,Working class,Good,Female,14,White
,2010,Both equally,Middle class,Excellent,Female,18,White
,2010,Both equally,Middle class,Excellent,Female,18,White
,2010,Hard work,Working class,Good,Male,8,Hispanic
,2010,Hard work,Upper class,Good,Male,14,Black
40,2010,Hard work,Middle class,Excellent,Female,18,Black
,2010,Hard work,Lower class,Excellent,Male,13,Black
,2010,Both equally,Working class,Fair,Male,15,White
45,2010,Hard work,Working class,Excellent,Male,14,Black
40,2010,Both equally,Lower class,Poor,Male,4,Hispanic
40,2010,Both equally,Working class,Good,Female,12,Black
,2010,Both equally,Middle class,Poor,Male,7,Black
,2010,Luck or help,Middle class,Excellent,Female,19,White
,2010,Both equally,Middle class,Good,Female,12,White
40,2010,Hard work,Working class,Good,Male,16,White
50,2010,Hard work,Middle class,Good,Male,16,White
20,2010,Hard work,Middle class,Excellent,Female,16,White
40,2010,Hard work,Middle class,Excellent,Male,17,White
45,2010,Hard work,Middle class,Excellent,Male,19,White
,2010,Hard work,Middle class,Fair,Female,16,White
,2010,Both equally,Working class,Good,Male,14,White
37,2010,Hard work,Working class,Good,Female,14,Black
52,2010,Hard work,Working class,Good,Female,15,Black
,2010,Hard work,Lower class,Good,Female,9,White
,2010,Hard work,Lower class,Fair,Female,9,Black
50,2010,Hard work,Working class,Good,Male,16,White
40,2010,Hard work,Lower class,Fair,Female,10,Black
27,2010,Hard work,Working class,Fair,Female,12,White
,2010,Hard work,Middle class,Good,Female,12,White
60,2010,Hard work,Middle class,Good,Female,16,White
70,2010,Both equally,Working class,Fair,Female,18,Black
40,2010,Hard work,Middle class,Good,Male,16,White
45,2010,Luck or help,Middle class,Excellent,Female,16,White
35,2010,Hard work,Working class,Good,Female,13,Hispanic
40,2010,Hard work,Working class,Excellent,Male,13,White
37,2010,Hard work,Upper class,Fair,Female,16,Other
55,2010,Both equally,Middle class,Good,Male,19,Black
50,2010,Hard work,Middle class,Good,Male,13,White
,2010,Hard work,Middle class,Good,Female,12,Black
,2010,Hard work,Middle class,Fair,Male,14,White
16,2010,Hard work,Working class,Excellent,Male,16,White
,2010,Both equally,Middle class,Excellent,Male,14,White
,2010,Hard work,Middle class,Excellent,Female,16,White
52,2010,Hard work,Middle class,Good,Male,17,White
60,2010,Hard work,Middle class,Good,Female,17,White
60,2010,Both equally,,Good,Male,13,White
40,2010,Both equally,Middle class,Good,Male,16,Other
8,2010,Both equally,Middle class,Good,Male,18,White
40,2010,Hard work,Middle class,Good,Male,12,White
,2010,Hard work,Working class,Good,Female,16,Black
60,2010,Hard work,Working class,Good,Male,16,White
50,2010,Hard work,Middle class,Good,Male,16,White
,2010,Hard work,Middle class,Fair,Male,16,White
50,2010,Both equally,Working class,Excellent,Male,14,Black
,2010,Luck or help,Working class,Good,Female,12,Black
50,2010,Hard work,Middle class,Excellent,Female,16,White
40,2010,Hard work,Middle class,Excellent,Female,16,Hispanic
43,2010,Hard work,Working class,Excellent,Male,16,White
,2010,Hard work,Upper class,Excellent,Female,17,White
1,2010,Luck or help,Middle class,Excellent,Female,14,Black
20,2010,Both equally,Middle class,Fair,Female,14,Other
36,2010,Hard work,Middle class,Excellent,Male,16,White
40,2010,Hard work,Middle class,Excellent,Male,18,White
42,2010,Both equally,Middle class,Good,Male,14,Other
,2010,Hard work,Working class,Excellent,Female,12,Black
,2010,Both equally,Working class,Excellent,Male,18,White
35,2010,Hard work,Working class,Good,Female,15,Black
70,2010,Both equally,Working class,Good,Male,13,Black
50,2010,Hard work,Middle class,Good,Female,12,White
40,2010,Hard work,Middle class,Excellent,Male,18,White
,2010,Hard work,Working class,Excellent,Female,12,White
40,2010,Both equally,Middle class,Excellent,Female,18,White
,2010,Both equally,Middle class,Poor,Female,12,White
,2010,Hard work,Working class,Fair,Female,16,White
16,2010,Both equally,Middle class,Excellent,Female,13,White
20,2010,Hard work,Working class,Good,Female,18,White
36,2010,Hard work,Working class,Fair,Female,9,Hispanic
40,2010,Hard work,Working class,Good,Female,13,Hispanic
