"","X","id","childs","age","agekdbrn","educ","class","memnum","racehisp","geography","religion","place","female","degree","agekdbrn_30plus"
"269",269,385,3,29,NA,9,"Working class",0,"White","Smaller city","None","Midwest","Yes","Less Than HS",NA
"270",270,386,2,47,NA,16,"Middle class",2,"White","Smaller city","Protestant","Midwest","No","College Degree",NA
"271",271,386,0,32,NA,16,"Working class",0,"Other","Smaller city","None","West","No","College Degree",NA
"272",272,387,0,37,NA,18,"Upper class",1,"White","Smaller city","None","West","Yes","Grad/Prof Degree",NA
"273",273,388,2,29,20,10,"Middle class",0,"Other","Smaller city","None","West","Yes","Less Than HS",0
"274",274,390,0,23,NA,12,"Middle class",0,"Black","Suburb","Protestant","West","No","HS Diploma",NA
"275",275,391,0,50,NA,20,"Lower class",2,"Hispanic","Suburb","Catholic","West","Yes","Grad/Prof Degree",NA
"276",276,392,1,29,26,20,"Working class",0,"White","Suburb","Protestant","West","No","Grad/Prof Degree",0
"277",277,393,2,48,22,12,"Middle class",3,"Black","Suburb","Other","West","No","HS Diploma",0
"278",278,394,4,86,24,18,"Middle class",5,"White","Suburb","Protestant","West","No","Grad/Prof Degree",0
"279",279,395,1,83,NA,12,"Middle class",1,"White","Smaller city","Catholic","Midwest","Yes","HS Diploma",NA
"280",280,396,0,48,NA,13,"Middle class",1,"Hispanic","Smaller city","Protestant","West","Yes","Some College",NA
"281",281,397,2,62,23,14,"Middle class",0,"White","Smaller city","Protestant","West","Yes","Some College",0
"282",282,398,3,33,NA,16,"Middle class",6,"White","Smaller city","Catholic","Midwest","No","College Degree",NA
"283",283,401,2,64,NA,12,"Working class",1,"Black","Smaller city","Protestant","Midwest","No","HS Diploma",NA
"284",284,401,3,43,29,14,"Working class",1,"Hispanic","Smaller city","Catholic","West","Yes","Some College",0
"285",285,402,0,56,NA,16,"Upper class",6,"White","Smaller city","Catholic","West","No","College Degree",NA
"286",286,403,0,38,NA,16,"Middle class",3,"White","Smaller city","Eastern","West","Yes","College Degree",NA
"287",287,407,4,72,24,16,"Middle class",1,"White","Smaller city","Other","West","No","College Degree",0
"288",288,409,3,59,28,20,"Middle class",3,"White","Big city","Protestant","Northeast","Yes","Grad/Prof Degree",0
"289",289,410,2,84,28,16,"Middle class",4,"White","Big city","Jewish","Northeast","No","College Degree",0
"290",290,412,0,21,NA,15,"Middle class",2,"White","Big city","Jewish","Northeast","Yes","Some College",NA
"291",291,413,0,23,NA,16,"Middle class",4,"White","Big city","None","Northeast","Yes","College Degree",NA
"292",292,414,0,34,NA,16,"Middle class",0,"White","Smaller city","Protestant","West","Yes","College Degree",NA
"293",293,414,0,24,NA,18,"Middle class",7,"White","Big city","Catholic","Northeast","Yes","Grad/Prof Degree",NA
"294",294,417,0,29,NA,5,"Lower class",0,"Other","Big city","Eastern","Northeast","No","Less Than HS",NA
"295",295,418,5,35,17,12,"Working class",1,"Black","Big city","None","Northeast","Yes","HS Diploma",0
"296",296,419,2,35,24,14,"Working class",0,"White","Big city","Protestant","Northeast","Yes","Some College",0
"297",297,420,1,23,NA,11,"Lower class",0,"Black","Smaller city","Protestant","West","Yes","Less Than HS",NA
"298",298,420,1,34,27,12,"Middle class",1,"Black","Big city","Protestant","Northeast","No","HS Diploma",0
"299",299,422,0,57,NA,16,"Middle class",8,"Black","Suburb","Protestant","Northeast","Yes","College Degree",NA
"300",300,424,1,42,33,16,"Middle class",6,"Black","Suburb","Protestant","Northeast","No","College Degree",1
"301",301,424,1,20,NA,11,"Lower class",0,"Black","Smaller city","None","West","Yes","Less Than HS",NA
"302",302,425,1,53,27,12,"Middle class",0,"Black","Suburb","Protestant","Northeast","No","HS Diploma",0
"303",303,427,0,28,NA,12,"Working class",0,"White","Suburb","Catholic","Northeast","Yes","HS Diploma",NA
"304",304,431,1,68,NA,15,"Upper class",8,"White","Suburb","Protestant","West","Yes","Some College",NA
"305",305,431,1,28,28,17,"Middle class",4,"White","Suburb","Catholic","Northeast","Yes","Grad/Prof Degree",0
"306",306,432,0,65,NA,20,"Middle class",1,"White","Suburb","None","West","No","Grad/Prof Degree",NA
"307",307,433,2,57,42,16,"Middle class",1,"White","Suburb","Jewish","Northeast","No","College Degree",1
"308",308,434,1,38,36,18,"Middle class",4,"White","Suburb","Catholic","Northeast","No","Grad/Prof Degree",1
"309",309,435,3,45,24,16,"Middle class",5,"White","Suburb","Protestant","Northeast","Yes","College Degree",0
"310",310,436,1,88,35,12,"Middle class",0,"White","Suburb","Catholic","Northeast","No","HS Diploma",1
"311",311,441,2,44,26,13,"Middle class",1,"White","Suburb","Protestant","Northeast","No","Some College",0
"312",312,442,4,81,23,16,"Middle class",5,"White","Suburb","Protestant","Northeast","Yes","College Degree",0
"313",313,443,4,66,26,17,"Middle class",4,"White","Suburb","Catholic","Northeast","No","Grad/Prof Degree",0
"314",314,445,4,67,22,14,"Working class",0,"White","Suburb","Catholic","Northeast","Yes","Some College",0
"315",315,446,1,46,32,14,"Middle class",3,"White","Suburb","Catholic","Northeast","Yes","Some College",1
"316",316,446,6,60,NA,12,"Lower class",4,"White","Suburb","Catholic","West","No","HS Diploma",NA
"317",317,447,3,56,26,11,"Middle class",1,"White","Suburb","Catholic","Northeast","No","Less Than HS",0
"318",318,448,0,25,NA,12,"Middle class",1,"White","Suburb","None","Northeast","No","HS Diploma",NA
"319",319,449,1,41,26,14,"Middle class",9,"White","Suburb","Eastern","Northeast","Yes","Some College",0
"320",320,452,2,54,NA,14,"Lower class",2,"White","Suburb","Protestant","West","No","Some College",NA
"321",321,453,0,25,NA,14,"Working class",1,"Black","Suburb","Protestant","Northeast","No","Some College",NA
"322",322,455,3,80,NA,14,"Middle class",1,"White","Suburb","Protestant","West","Yes","Some College",NA
"323",323,457,3,38,19,14,"Lower class",4,"Black","Suburb","Protestant","Southeast","Yes","Some College",0
"324",324,460,4,66,31,16,"Middle class",0,"White","Suburb","Protestant","Southeast","No","College Degree",1
"325",325,462,0,28,NA,19,"Upper class",2,"White","Suburb","Catholic","Southeast","No","Grad/Prof Degree",NA
"326",326,464,2,68,NA,12,"Working class",3,"White","Suburb","Catholic","West","No","HS Diploma",NA
"327",327,466,4,45,20,16,"Working class",2,"Black","Suburb","Protestant","Southeast","Yes","College Degree",0
"328",328,467,2,40,25,14,"Working class",1,"Black","Suburb","None","Southeast","No","Some College",0
"329",329,468,1,36,20,14,"Working class",0,"Black","Suburb","Protestant","Southeast","Yes","Some College",0
"330",330,468,2,62,NA,12,"Working class",1,"White","Suburb","Protestant","West","Yes","HS Diploma",NA
"331",331,470,2,61,20,14,"Working class",1,"White","Suburb","Other","Southeast","Yes","Some College",0
"332",332,471,3,73,21,13,"Middle class",0,"White","Suburb","Protestant","Southeast","Yes","Some College",0
"333",333,471,4,76,NA,10,"Middle class",1,"White","Suburb","Protestant","West","Yes","Less Than HS",NA
"334",334,472,2,59,21,20,"Middle class",2,"White","Suburb","Jewish","Southeast","Yes","Grad/Prof Degree",0
"335",335,474,2,30,22,14,"Working class",1,"Other","Suburb","Eastern","Southeast","Yes","Some College",0
"336",336,475,0,56,NA,14,"Working class",0,"White","Suburb","Jewish","Southeast","No","Some College",NA
"337",337,475,2,74,NA,16,"Middle class",1,"White","Suburb","Protestant","West","Yes","College Degree",NA
"338",338,476,4,80,25,13,"Middle class",2,"White","Suburb","Jewish","Southeast","Yes","Some College",0
"339",339,477,4,45,19,13,"Upper class",1,"Black","Suburb","Protestant","Southeast","Yes","Some College",0
"340",340,478,0,19,NA,12,"Working class",0,"Hispanic","Suburb","Catholic","Southeast","Yes","HS Diploma",NA
"341",341,478,0,31,NA,12,"Working class",2,"White","Smaller city","None","West","No","HS Diploma",NA
"342",342,481,0,19,NA,11,"Working class",2,"Other","Smaller city","Other","West","No","Less Than HS",NA
"343",343,485,0,19,NA,15,"Working class",0,"Hispanic","Suburb","Catholic","Southeast","Yes","Some College",NA
"344",344,485,1,35,NA,14,"Working class",0,"White","Suburb","Catholic","West","No","Some College",NA
"345",345,486,1,40,34,12,"Working class",1,"White","Suburb","Catholic","Southeast","No","HS Diploma",1
"346",346,487,1,34,26,15,"Lower class",1,"Hispanic","Suburb","Catholic","Southeast","Yes","Some College",0
"347",347,487,5,66,NA,12,"Middle class",2,"White","Suburb","Protestant","West","No","HS Diploma",NA
"348",348,488,1,56,NA,13,"Working class",1,"Black","Smaller city","Protestant","Southeast","No","Some College",NA
"349",349,489,8,45,19,11,"Middle class",2,"Black","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
"350",350,490,2,33,27,13,"Middle class",2,"Black","Smaller city","None","Southeast","Yes","Some College",0
"351",351,492,2,69,17,7,"Working class",1,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",0
"352",352,499,6,63,20,10,"Lower class",0,"Black","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
"353",353,501,1,21,20,12,"Working class",1,"Black","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
"354",354,502,4,30,19,11,"Middle class",0,"Black","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
"355",355,504,0,43,NA,12,"Working class",1,"White","Suburb",NA,"Midwest","No","HS Diploma",NA
"356",356,507,1,35,NA,12,"Working class",0,"White","Smaller city","Catholic","Southeast","Yes","HS Diploma",NA
"357",357,509,0,22,NA,14,"Middle class",8,"Other","Suburb","Eastern","Midwest","Yes","Some College",NA
"358",358,511,2,27,24,14,"Middle class",0,"White","Suburb","Protestant","Midwest","No","Some College",0
"359",359,512,0,46,NA,12,"Working class",0,"White","Suburb","Catholic","Northeast","No","HS Diploma",NA
"360",360,512,0,19,NA,11,"Middle class",2,"Black","Big city","Protestant","Midwest","No","Less Than HS",NA
"361",361,514,2,44,18,14,"Lower class",0,"Black","Big city","Protestant","Midwest","Yes","Some College",0
"362",362,514,0,34,NA,16,"Upper class",1,"White","Suburb","Catholic","Northeast","Yes","College Degree",NA
"363",363,515,3,33,18,14,"Lower class",1,"Black","Big city","Catholic","Midwest","Yes","Some College",0
"364",364,516,2,40,17,12,"Middle class",0,"Black","Big city","Protestant","Midwest","Yes","HS Diploma",0
"365",365,518,8,74,NA,9,"Working class",0,"White","Suburb","Protestant","Northeast","Yes","Less Than HS",NA
"366",366,519,5,76,14,8,"Middle class",4,"Black","Big city","Protestant","Midwest","Yes","Less Than HS",0
"367",367,522,1,33,29,16,"Middle class",0,"Black","Big city","Other","Midwest","Yes","College Degree",0
"368",368,523,0,24,NA,15,"Working class",0,"Black","Big city","Protestant","Midwest","Yes","Some College",NA
"369",369,524,3,39,NA,14,"Working class",2,"White","Suburb","Protestant","Northeast","No","Some College",NA
"370",370,525,4,47,25,18,"Working class",1,"White","Suburb","Jewish","Midwest","Yes","Grad/Prof Degree",0
"371",371,530,3,40,21,14,"Working class",1,"White","Suburb","Catholic","Midwest","Yes","Some College",0
"372",372,532,1,30,NA,12,"Working class",0,"White","Suburb","Catholic","Northeast","Yes","HS Diploma",NA
"373",373,534,0,47,NA,18,"Middle class",3,"White","Suburb","Catholic","Midwest","No","Grad/Prof Degree",NA
"374",374,535,2,48,NA,16,"Middle class",3,"White","Suburb","Protestant","Northeast","No","College Degree",NA
"375",375,537,1,22,20,9,"Working class",0,"White","Big city","Protestant","Midwest","No","Less Than HS",0
"376",376,539,1,34,33,16,"Middle class",0,"White","Suburb","Catholic","Southeast","No","College Degree",1
"377",377,540,0,38,NA,13,"Working class",3,"White","Suburb","Protestant","Southeast","Yes","Some College",NA
"378",378,542,2,47,22,16,"Middle class",5,"White","Suburb","Other","Southeast","Yes","College Degree",0
"379",379,543,2,51,NA,16,"Middle class",6,"White","Suburb","Protestant","Northeast","No","College Degree",NA
"380",380,544,1,31,23,12,"Middle class",2,"White","Suburb","Protestant","Southeast","Yes","HS Diploma",0
"381",381,545,2,34,32,16,"Working class",4,"White","Suburb","Protestant","Southeast","No","College Degree",1
"382",382,546,0,25,NA,17,"Middle class",2,"Hispanic","Suburb","Protestant","Southeast","No","Grad/Prof Degree",NA
"383",383,552,2,49,30,16,"Middle class",3,"White","Smaller city","None","Southeast","No","College Degree",1
"384",384,552,8,67,NA,10,"Working class",3,"Black","Big city","Protestant","Midwest","Yes","Less Than HS",NA
"385",385,553,2,31,NA,13,"Lower class",4,"Other","Big city","Protestant","Midwest","Yes","Some College",NA
"386",386,554,2,34,33,15,"Middle class",1,"White","Suburb","Protestant","Southeast","No","Some College",1
"387",387,555,3,36,NA,12,"Working class",1,"Black","Big city","Protestant","Midwest","No","HS Diploma",NA
"388",388,555,0,31,NA,16,"Working class",4,"Hispanic","Suburb","None","Southeast","No","College Degree",NA
"389",389,556,3,45,20,14,"Working class",1,"White","Suburb","Protestant","Southeast","Yes","Some College",0
"390",390,559,1,34,27,14,"Middle class",0,"Black","Suburb","None","Southeast","No","Some College",0
"391",391,560,2,30,22,15,"Working class",1,"Black","Suburb","Protestant","Southeast","Yes","Some College",0
"392",392,561,0,19,NA,13,"Working class",1,"Black","Suburb","Protestant","Southeast","Yes","Some College",NA
"393",393,563,1,33,33,16,"Working class",0,"White","Suburb","Protestant","Southeast","No","College Degree",1
"394",394,564,1,31,17,12,"Middle class",1,"White","Suburb","None","Southeast","No","HS Diploma",0
"395",395,566,3,38,25,13,"Working class",4,"Black","Suburb","Protestant","Southeast","No","Some College",0
"396",396,567,2,30,28,16,"Upper class",8,"Black","Suburb","Protestant","Southeast","Yes","College Degree",0
"397",397,567,0,19,NA,11,"Middle class",0,"White","Suburb","Protestant","Midwest","No","Less Than HS",NA
"398",398,568,0,23,NA,15,"Working class",0,"White","Suburb","Catholic","Midwest","No","Some College",NA
"399",399,568,0,50,NA,20,"Middle class",3,"White","Big city","Protestant","Southeast","No","Grad/Prof Degree",NA
"400",400,569,0,24,NA,16,"Middle class",1,"White","Big city","Protestant","Southeast","No","College Degree",NA
"401",401,572,2,44,21,14,"Middle class",6,"White","Big city","Protestant","Southeast","No","Some College",0
"402",402,577,2,33,17,7,"Working class",0,"Hispanic","Big city","Catholic","Southeast","Yes","Less Than HS",0
"403",403,579,3,27,18,9,"Working class",0,"Hispanic","Big city","Catholic","Southeast","No","Less Than HS",0
"404",404,580,0,45,NA,11,"Middle class",0,"Hispanic","Big city","None","Southeast","No","Less Than HS",NA
"405",405,580,3,57,NA,12,"Middle class",3,"White","Suburb","Catholic","Midwest","Yes","HS Diploma",NA
"406",406,582,1,49,24,16,"Working class",2,"White","Big city","Protestant","Southeast","No","College Degree",0
"407",407,587,3,44,15,12,"Working class",5,"Black","Suburb","Protestant","Southeast","Yes","HS Diploma",0
"408",408,588,1,25,NA,12,"Working class",0,"White","Suburb","Catholic","Midwest","Yes","HS Diploma",NA
"409",409,589,0,28,NA,12,"Working class",1,"White","Suburb","None","Southeast","No","HS Diploma",NA
"410",410,590,2,50,32,12,"Working class",0,"White","Suburb","Eastern","Southeast","No","HS Diploma",1
"411",411,590,0,27,NA,10,"Working class",2,"White","Suburb","Protestant","Midwest","Yes","Less Than HS",NA
"412",412,593,0,26,NA,16,"Working class",0,"Hispanic","Big city","Catholic","Southeast","No","College Degree",NA
"413",413,593,0,23,NA,14,"Working class",5,"White","Smaller city","Protestant","Midwest","No","Some College",NA
"414",414,595,0,24,NA,16,"Middle class",1,"White","Big city","None","Southeast","No","College Degree",NA
"415",415,598,0,26,NA,16,"Middle class",5,"White","Suburb","Other","Southeast","No","College Degree",NA
"416",416,599,0,64,NA,9,"Middle class",1,"Black","Suburb","Protestant","Southeast","No","Less Than HS",NA
"417",417,603,0,57,NA,16,"Middle class",3,"Black","Suburb","Protestant","Southeast","Yes","College Degree",NA
"418",418,604,0,59,NA,16,"Middle class",1,"Black","Suburb","Protestant","Southeast","Yes","College Degree",NA
"419",419,608,2,66,18,14,"Middle class",2,"White","Suburb","Protestant","Southeast","No","Some College",0
"420",420,610,3,42,27,16,"Middle class",0,"Other","Suburb","Protestant","Southeast","Yes","College Degree",0
"421",421,611,2,49,NA,12,"Middle class",0,"Black","Big city","Protestant","Southeast","Yes","HS Diploma",NA
"422",422,611,0,41,NA,16,"Middle class",0,"White","Suburb","Protestant","Southeast","No","College Degree",NA
"423",423,612,6,61,NA,9,"Working class",0,"White","Big city","Protestant","Southeast","Yes","Less Than HS",NA
"424",424,615,1,37,32,16,"Middle class",3,"White","Suburb","Protestant","Southeast","No","College Degree",1
"425",425,616,0,27,NA,16,"Working class",4,"Black","Big city","Protestant","Southeast","Yes","College Degree",NA
"426",426,617,3,44,21,13,"Working class",0,"Black","Suburb","Protestant","Southeast","Yes","Some College",0
"427",427,618,3,58,22,12,"Middle class",0,"White","Suburb","Protestant","Southeast","Yes","HS Diploma",0
"428",428,620,4,57,NA,14,"Middle class",8,"White","Smaller city","Protestant","Southeast","No","Some College",NA
"429",429,624,4,48,18,12,"Working class",2,"Hispanic","Big city","Catholic","Southeast","Yes","HS Diploma",0
